region,date,consumption_liters,day_of_week,is_weekend,month,day,lag_1,lag_7,rolling_mean_7,rolling_std_7
West,2023-04-10,16981.45,0,0,4,10,14925.14,6953.72,15414.854285714287,4346.565852090807
West,2023-04-11,8694.93,1,0,4,11,16981.45,19901.65,16847.387142857144,2230.627126428151
West,2023-04-12,19747.35,2,0,4,12,8694.93,16273.73,15246.427142857141,3392.3126250721334
West,2023-04-13,6464.19,3,0,4,13,19747.35,14763.76,15742.658571428572,3797.497984815914
West,2023-04-14,10760.59,4,0,4,14,6464.19,15179.27,14557.005714285715,5193.221116711851
West,2023-04-15,5592.51,5,1,4,15,10760.59,19906.71,13925.765714285715,5370.499437879302
West,2023-04-16,16436.63,6,1,4,16,5592.51,14925.14,11880.88,5438.353587146881
West,2023-04-17,18460.39,0,0,4,17,16436.63,16981.45,12096.807142857142,5606.768318005524
West,2023-04-18,13021.94,1,0,4,18,18460.39,8694.93,12308.084285714285,5844.343284335881
West,2023-04-19,9882.18,2,0,4,19,13021.94,19747.35,12926.228571428572,5623.137915993255
West,2023-04-20,8755.23,3,0,4,20,9882.18,6464.19,11516.91857142857,4805.44017343687
West,2023-04-21,6362.64,4,0,4,21,8755.23,10760.59,11844.210000000001,4470.282458588796
West,2023-04-22,7556.05,5,1,4,22,6362.64,5592.51,11215.93142857143,4933.065158950128
West,2023-04-23,13325.79,6,1,4,23,7556.05,16436.63,11496.437142857143,4604.922556213496
West,2023-04-24,12935.72,0,0,4,24,13325.79,18460.39,11052.031428571428,4179.123150261027
West,2023-04-25,15674.78,1,0,4,25,12935.72,13021.94,10262.792857142858,2860.49660849135
West,2023-04-26,15241.53,2,0,4,26,15674.78,9882.18,10641.77,3409.9362466669913
West,2023-04-27,11178.34,3,0,4,27,15241.53,8755.23,11407.391428571429,3791.296460849198
West,2023-04-28,5657.51,4,0,4,28,11178.34,6362.64,11753.550000000001,3615.321496584598
West,2023-04-29,18481.65,5,1,4,29,5657.51,7556.05,11652.817142857142,3795.876280824211
West,2023-04-30,7376.49,6,1,4,30,18481.65,13325.79,13213.617142857143,4067.121035899617
West,2023-05-01,13347.71,0,0,5,1,7376.49,12935.72,12363.717142857142,4623.3465798766565
West,2023-05-02,10089.49,1,0,5,2,13347.71,15674.78,12422.572857142859,4634.450853742779
West,2023-05-03,10920.74,2,0,5,3,10089.49,15241.53,11624.674285714285,4458.675769418009
West,2023-05-04,10809.58,3,0,5,4,10920.74,11178.34,11007.41857142857,4163.844049346828
West,2023-05-05,5799.03,4,0,5,5,10809.58,5657.51,10954.738571428572,4163.65390997871
West,2023-05-06,13066.79,5,1,5,6,5799.03,18481.65,10974.955714285714,4133.8828095381805
West,2023-05-07,11617.34,6,1,5,7,13066.79,7376.49,10201.404285714283,2780.0048378006973
West,2023-05-08,9691.07,0,0,5,8,11617.34,13347.71,10807.24,2510.844354183145
